;; @T(#) @T(#)
;;
;; GENERATE_EDE_TEMPLATES version 2.35 (June 3, 1999)
;; PREPROCESS_1949_DATABASE version 2.3 (June 3, 1999)
;;
;;
;;
;; Point pair table: pptable1
;;
pptable1
	DBL 231.000000000000	DBL 45.0981400000000
	DBL 255.000000000000	DBL 49.8133800000000
	END
;;
;;
;; Point pair table: pptable64
;;
pptable64
	DBL 0.00000000000000	DBL 0.00000000000000
	DBL 124.000000000000	DBL 0.00000000000000
	DBL 125.000000000000	DBL 1.00000000000000
	DBL 255.000000000000	DBL 1.00000000000000
	END
;;
;;
;; Point pair table: pptable62
;;
pptable62
	DBL 0.00000000000000	DBL 0.00000000000000
	DBL 2.00000000000000	DBL 0.0300000000000000
	DBL 6.00000000000000	DBL 1.03200000000000
